iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
629,"((28, 8), ((1, 1), (1, 12), (28, 1)))","((28, 7), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 7), ((1, 1), (1, 12), (28, 1))), ((27, 8), ((1, 1), (1, 12), (28, 1)))]","[((28, 8), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((16, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 8), ((1, 1), (1, 12), (28, 1)))]",629,98,4,102
630,"((16, 12), ((28, 1), (28, 12)))","((17, 12), ((28, 1), (28, 12)))",West,"[((17, 12), ((28, 1), (28, 12))), ((15, 12), ((28, 1), (28, 12)))]","[((16, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 8), ((1, 1), (1, 12), (28, 1)))]","[((15, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",630,76,26,102
631,"((15, 12), ((28, 1), (28, 12)))","((16, 12), ((28, 1), (28, 12)))",West,"[((16, 12), ((28, 1), (28, 12))), ((14, 12), ((28, 1), (28, 12)))]","[((15, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((14, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",631,77,25,102
632,"((14, 12), ((28, 1), (28, 12)))","((15, 12), ((28, 1), (28, 12)))",West,"[((15, 12), ((28, 1), (28, 12))), ((13, 12), ((28, 1), (28, 12)))]","[((14, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((13, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",632,78,24,102
633,"((13, 12), ((28, 1), (28, 12)))","((14, 12), ((28, 1), (28, 12)))",West,"[((14, 12), ((28, 1), (28, 12)))]","[((13, 12), ((28, 1), (28, 12))), ((26, 12), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((26, 12), ((28, 12),)), ((26, 6), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12)))]",633,79,23,102
634,"((26, 12), ((28, 12),))","((26, 11), ((28, 12),))",North,"[((26, 11), ((28, 12),)), ((25, 12), ((28, 12),))]","[((26, 12), ((28, 12),)), ((26, 6), ((28, 12),)), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12)))]","[((26, 6), ((28, 12),)), ((26, 10), ((1, 1), (1, 12))), ((16, 12), ((1, 1), (1, 12))), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((25, 12), ((28, 12),))]",634,52,51,103
635,"((26, 6), ((28, 12),))","((27, 6), ((28, 12),))",West,"[((26, 5), ((28, 12),)), ((27, 6), ((28, 12),))]","[((26, 6), ((28, 12),)), ((26, 10), ((1, 1), (1, 12))), ((16, 12), ((1, 1), (1, 12))), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((25, 12), ((28, 12),))]","[((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((28, 3), ((28, 1), (28, 12))), ((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",635,58,45,103
636,"((16, 12), ((1, 1), (1, 12)))","((17, 12), ((1, 1), (1, 12)))",West,"[((17, 12), ((1, 1), (1, 12))), ((15, 12), ((1, 1), (1, 12)))]","[((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((28, 3), ((28, 1), (28, 12))), ((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((28, 3), ((28, 1), (28, 12))), ((26, 10), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((15, 12), ((1, 1), (1, 12)))]",636,80,23,103
637,"((28, 3), ((28, 1), (28, 12)))","((28, 2), ((28, 1), (28, 12)))",North,"[((28, 4), ((28, 1), (28, 12))), ((28, 2), ((28, 1), (28, 12)))]","[((28, 3), ((28, 1), (28, 12))), ((26, 10), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((26, 3), ((28, 1),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((15, 12), ((1, 1), (1, 12)))]","[((26, 10), ((1, 1), (1, 12))), ((28, 7), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((28, 4), ((28, 1), (28, 12)))]",637,63,40,103
638,"((26, 10), ((1, 1), (1, 12)))","((26, 11), ((1, 1), (1, 12)))",South,"[((26, 11), ((1, 1), (1, 12))), ((26, 9), ((1, 1), (1, 12))), ((27, 10), ((1, 1), (1, 12)))]","[((26, 10), ((1, 1), (1, 12))), ((28, 7), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((26, 5), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((28, 4), ((28, 1), (28, 12)))]","[((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((27, 10), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]",638,88,15,103
639,"((28, 7), ((1, 1), (1, 12)))","((28, 6), ((1, 1), (1, 12)))",North,"[((28, 8), ((1, 1), (1, 12))), ((28, 6), ((1, 1), (1, 12)))]","[((28, 7), ((1, 1), (1, 12))), ((26, 5), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((27, 10), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]","[((26, 5), ((28, 12),)), ((27, 10), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 8), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]",639,87,16,103
640,"((26, 5), ((28, 12),))","((26, 6), ((28, 12),))",South,"[((26, 6), ((28, 12),)), ((26, 4), ((28, 12),))]","[((26, 5), ((28, 12),)), ((27, 10), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 8), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]","[((27, 10), ((1, 1), (1, 12))), ((28, 8), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((26, 4), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]",640,59,44,103
641,"((27, 10), ((1, 1), (1, 12)))","((26, 10), ((1, 1), (1, 12)))",East,"[((28, 10), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12)))]","[((27, 10), ((1, 1), (1, 12))), ((28, 8), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((26, 4), ((28, 12),)), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]","[((28, 8), ((1, 1), (1, 12))), ((26, 4), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 10), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]",641,89,14,103
642,"((28, 8), ((1, 1), (1, 12)))","((28, 7), ((1, 1), (1, 12)))",North,"[((28, 7), ((1, 1), (1, 12))), ((27, 8), ((1, 1), (1, 12)))]","[((28, 8), ((1, 1), (1, 12))), ((26, 4), ((28, 12),)), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 10), ((1, 1), (1, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((28, 4), ((28, 1), (28, 12)))]","[((26, 4), ((28, 12),)), ((28, 10), ((1, 1), (1, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((26, 9), ((28, 1), (28, 12))), ((25, 12), ((28, 12),)), ((22, 5), ((1, 1), (1, 12))), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((28, 4), ((28, 1), (28, 12))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((9, 8), ((1, 12),)), ((15, 12), ((1, 1), (1, 12))), ((18, 11), ((28, 1), (28, 12))), ((15, 1), ((1, 12),)), ((27, 8), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((26, 9), ((1, 1), (1, 12))), ((27, 8), ((1, 1), (1, 12)))]",642,88,15,103
