iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
118,"(15, 12)","(15, 11)",North,"[(15, 13), (15, 11)]","[(15, 12)]","[(15, 13)]",118,39,25,64
119,"(15, 13)","(15, 12)",North,"[(15, 12), (16, 13), (14, 13)]","[(15, 13)]","[(14, 13), (16, 13)]",119,40,26,66
120,"(14, 13)","(15, 13)",West,"[(15, 13)]","[(14, 13), (16, 13)]","[(16, 13)]",120,41,25,66
121,"(16, 13)","(15, 13)",East,"[(17, 13), (15, 13)]","[(16, 13)]","[(17, 13)]",121,41,27,68
122,"(17, 13)","(16, 13)",East,"[(17, 12), (18, 13), (16, 13)]","[(17, 13)]","[(17, 12), (18, 13)]",122,42,28,70
123,"(17, 12)","(17, 13)",South,"[(17, 13), (17, 11)]","[(17, 12), (18, 13)]","[(17, 11), (18, 13)]",123,43,27,70
124,"(17, 11)","(17, 12)",South,"[(17, 12), (17, 10)]","[(17, 11), (18, 13)]","[(17, 10), (18, 13)]",124,44,26,70
125,"(17, 10)","(17, 11)",South,"[(17, 11), (17, 9)]","[(17, 10), (18, 13)]","[(17, 9), (18, 13)]",125,45,25,70
126,"(17, 9)","(17, 10)",South,"[(17, 10), (18, 9)]","[(17, 9), (18, 13)]","[(18, 13), (18, 9)]",126,46,24,70
127,"(18, 13)","(17, 13)",East,"[(19, 13), (17, 13)]","[(18, 13), (18, 9)]","[(18, 9), (19, 13)]",127,43,29,72
128,"(18, 9)","(17, 9)",East,"[(19, 9), (17, 9)]","[(18, 9), (19, 13)]","[(19, 13), (19, 9)]",128,47,25,72
129,"(19, 13)","(18, 13)",East,"[(19, 12), (20, 13), (18, 13)]","[(19, 13), (19, 9)]","[(19, 9), (19, 12), (20, 13)]",129,44,30,74
130,"(19, 9)","(18, 9)",East,"[(19, 8), (18, 9)]","[(19, 9), (19, 12), (20, 13)]","[(19, 12), (20, 13), (19, 8)]",130,48,26,74
131,"(19, 12)","(19, 13)",South,"[(19, 13), (19, 11)]","[(19, 12), (20, 13), (19, 8)]","[(19, 8), (20, 13), (19, 11)]",131,45,29,74
132,"(19, 8)","(19, 9)",South,"[(19, 9), (19, 7)]","[(19, 8), (20, 13), (19, 11)]","[(19, 11), (20, 13), (19, 7)]",132,49,25,74
133,"(19, 11)","(19, 12)",South,"[(19, 12)]","[(19, 11), (20, 13), (19, 7)]","[(19, 7), (20, 13)]",133,46,28,74
134,"(19, 7)","(19, 8)",South,"[(19, 8)]","[(19, 7), (20, 13)]","[(20, 13)]",134,50,24,74
135,"(20, 13)","(19, 13)",East,"[(21, 13), (19, 13)]","[(20, 13)]","[(21, 13)]",135,45,31,76
136,"(21, 13)","(20, 13)",East,"[(21, 14), (21, 12), (20, 13)]","[(21, 13)]","[(21, 12), (21, 14)]",136,46,32,78
137,"(21, 12)","(21, 13)",South,"[(21, 13), (21, 11)]","[(21, 12), (21, 14)]","[(21, 11), (21, 14)]",137,47,31,78
138,"(21, 11)","(21, 12)",South,"[(21, 12), (22, 11)]","[(21, 11), (21, 14)]","[(21, 14), (22, 11)]",138,48,30,78
139,"(21, 14)","(21, 13)",North,"[(21, 15), (21, 13)]","[(21, 14), (22, 11)]","[(22, 11), (21, 15)]",139,47,33,80
140,"(22, 11)","(21, 11)",East,"[(23, 11), (21, 11)]","[(22, 11), (21, 15)]","[(21, 15), (23, 11)]",140,49,31,80
141,"(21, 15)","(21, 14)",North,"[(21, 14), (22, 15)]","[(21, 15), (23, 11)]","[(23, 11), (22, 15)]",141,48,34,82
142,"(23, 11)","(22, 11)",East,"[(23, 12), (24, 11), (22, 11)]","[(23, 11), (22, 15)]","[(22, 15), (23, 12), (24, 11)]",142,50,32,82
143,"(22, 15)","(21, 15)",East,"[(23, 15), (21, 15)]","[(22, 15), (23, 12), (24, 11)]","[(23, 12), (24, 11), (23, 15)]",143,49,35,84
144,"(23, 12)","(23, 11)",North,"[(23, 13), (23, 11)]","[(23, 12), (24, 11), (23, 15)]","[(24, 11), (23, 15), (23, 13)]",144,51,33,84
145,"(24, 11)","(23, 11)",East,"[(25, 11), (23, 11)]","[(24, 11), (23, 15), (23, 13)]","[(23, 15), (23, 13), (25, 11)]",145,51,33,84
146,"(23, 15)","(22, 15)",East,"[(24, 15), (22, 15)]","[(23, 15), (23, 13), (25, 11)]","[(23, 13), (25, 11), (24, 15)]",146,50,36,86
147,"(23, 13)","(23, 12)",North,"[(23, 12), (24, 13)]","[(23, 13), (25, 11), (24, 15)]","[(25, 11), (24, 15), (24, 13)]",147,52,34,86
148,"(25, 11)","(24, 11)",East,"[(26, 11), (24, 11)]","[(25, 11), (24, 15), (24, 13)]","[(24, 15), (24, 13), (26, 11)]",148,52,34,86
149,"(24, 15)","(23, 15)",East,"[(25, 15), (23, 15)]","[(24, 15), (24, 13), (26, 11)]","[(24, 13), (26, 11), (25, 15)]",149,51,37,88
150,"(24, 13)","(23, 13)",East,"[(25, 13), (23, 13)]","[(24, 13), (26, 11), (25, 15)]","[(26, 11), (25, 15), (25, 13)]",150,53,35,88
151,"(26, 11)","(25, 11)",East,"[(27, 11), (25, 11)]","[(26, 11), (25, 15), (25, 13)]","[(25, 15), (25, 13), (27, 11)]",151,53,35,88
152,"(25, 15)","(24, 15)",East,"[(24, 15)]","[(25, 15), (25, 13), (27, 11)]","[(25, 13), (27, 11)]",152,52,38,90
153,"(25, 13)","(24, 13)",East,"[(26, 13), (24, 13)]","[(25, 13), (27, 11)]","[(27, 11), (26, 13)]",153,54,36,90
154,"(27, 11)","(26, 11)",East,"[(27, 10), (26, 11)]","[(27, 11), (26, 13)]","[(27, 10), (26, 13)]",154,54,36,90
155,"(27, 10)","(27, 11)",South,"[(27, 11), (27, 9)]","[(27, 10), (26, 13)]","[(27, 9), (26, 13)]",155,55,35,90
156,"(27, 9)","(27, 10)",South,"[(27, 10)]","[(27, 9), (26, 13)]","[(26, 13)]",156,56,34,90
157,"(26, 13)","(25, 13)",East,"[(27, 13), (25, 13)]","[(26, 13)]","[(27, 13)]",157,55,37,92
158,"(27, 13)","(26, 13)",East,"[(27, 14), (26, 13)]","[(27, 13)]","[(27, 14)]",158,56,38,94
159,"(27, 14)","(27, 13)",North,"[(27, 15), (27, 13)]","[(27, 14)]","[(27, 15)]",159,57,39,96
160,"(27, 15)","(27, 14)",North,"[(27, 14), (28, 15)]","[(27, 15)]","[(28, 15)]",160,58,40,98
161,"(28, 15)","(27, 15)",East,"[(29, 15), (27, 15)]","[(28, 15)]","[(29, 15)]",161,59,41,100
162,"(29, 15)","(28, 15)",East,"[(29, 14), (28, 15)]","[(29, 15)]","[(29, 14)]",162,60,42,102
163,"(29, 14)","(29, 15)",South,"[(29, 15), (29, 13)]","[(29, 14)]","[(29, 13)]",163,61,41,102
164,"(29, 13)","(29, 14)",South,"[(29, 14), (30, 13)]","[(29, 13)]","[(30, 13)]",164,62,40,102
165,"(30, 13)","(29, 13)",East,"[(31, 13), (29, 13)]","[(30, 13)]","[(31, 13)]",165,63,41,104
166,"(31, 13)","(30, 13)",East,"[(31, 14), (32, 13), (30, 13)]","[(31, 13)]","[(31, 14), (32, 13)]",166,64,42,106
167,"(31, 14)","(31, 13)",North,"[(31, 15), (31, 13)]","[(31, 14), (32, 13)]","[(32, 13), (31, 15)]",167,65,43,108
168,"(32, 13)","(31, 13)",East,"[(33, 13), (31, 13)]","[(32, 13), (31, 15)]","[(31, 15), (33, 13)]",168,65,43,108
169,"(31, 15)","(31, 14)",North,"[(31, 16), (31, 14)]","[(31, 15), (33, 13)]","[(33, 13), (31, 16)]",169,66,44,110
170,"(33, 13)","(32, 13)",East,"[(34, 13), (32, 13)]","[(33, 13), (31, 16)]","[(31, 16), (34, 13)]",170,66,44,110
171,"(31, 16)","(31, 15)",North,"[(31, 17), (31, 15)]","[(31, 16), (34, 13)]","[(34, 13), (31, 17)]",171,67,45,112
172,"(34, 13)","(33, 13)",East,"[(35, 13), (33, 13)]","[(34, 13), (31, 17)]","[(31, 17), (35, 13)]",172,67,45,112
173,"(31, 17)","(31, 16)",North,"[(31, 18), (31, 16)]","[(31, 17), (35, 13)]","[(35, 13), (31, 18)]",173,68,46,114
174,"(35, 13)","(34, 13)",East,"[(35, 14), (34, 13)]","[(35, 13), (31, 18)]","[(31, 18), (35, 14)]",174,68,46,114
175,"(31, 18)","(31, 17)",North,"[(31, 19), (31, 17)]","[(31, 18), (35, 14)]","[(35, 14), (31, 19)]",175,69,47,116
176,"(35, 14)","(35, 13)",North,"[(35, 15), (35, 13)]","[(35, 14), (31, 19)]","[(31, 19), (35, 15)]",176,69,47,116
177,"(31, 19)","(31, 18)",North,"[(31, 20), (31, 18), (32, 19)]","[(31, 19), (35, 15)]","[(35, 15), (31, 20), (32, 19)]",177,70,48,118
178,"(35, 15)","(35, 14)",North,"[(35, 14), (34, 15)]","[(35, 15), (31, 20), (32, 19)]","[(34, 15), (32, 19), (31, 20)]",178,70,48,118
179,"(34, 15)","(35, 15)",West,"[(35, 15), (33, 15)]","[(34, 15), (32, 19), (31, 20)]","[(33, 15), (32, 19), (31, 20)]",179,71,47,118
180,"(33, 15)","(34, 15)",West,"[(33, 16), (34, 15)]","[(33, 15), (32, 19), (31, 20)]","[(31, 20), (32, 19), (33, 16)]",180,72,46,118
181,"(31, 20)","(31, 19)",North,"[(31, 21), (31, 19)]","[(31, 20), (32, 19), (33, 16)]","[(32, 19), (33, 16), (31, 21)]",181,71,49,120
182,"(32, 19)","(31, 19)",East,"[(33, 19), (31, 19)]","[(32, 19), (33, 16), (31, 21)]","[(33, 16), (31, 21), (33, 19)]",182,71,49,120
183,"(33, 16)","(33, 15)",North,"[(33, 17), (33, 15)]","[(33, 16), (31, 21), (33, 19)]","[(31, 21), (33, 19), (33, 17)]",183,73,47,120
184,"(31, 21)","(31, 20)",North,"[(31, 20)]","[(31, 21), (33, 19), (33, 17)]","[(33, 19), (33, 17)]",184,72,50,122
185,"(33, 19)","(32, 19)",East,"[(33, 20), (34, 19), (32, 19)]","[(33, 19), (33, 17)]","[(33, 17), (33, 20), (34, 19)]",185,72,50,122
186,"(33, 17)","(33, 16)",North,"[(33, 16), (34, 17)]","[(33, 17), (33, 20), (34, 19)]","[(33, 20), (34, 19), (34, 17)]",186,74,48,122
187,"(33, 20)","(33, 19)",North,"[(33, 21), (33, 19)]","[(33, 20), (34, 19), (34, 17)]","[(34, 19), (34, 17), (33, 21)]",187,73,51,124
188,"(34, 19)","(33, 19)",East,"[(35, 19), (33, 19)]","[(34, 19), (34, 17), (33, 21)]","[(34, 17), (33, 21), (35, 19)]",188,73,51,124
189,"(34, 17)","(33, 17)",East,"[(35, 17), (33, 17)]","[(34, 17), (33, 21), (35, 19)]","[(33, 21), (35, 19), (35, 17)]",189,75,49,124
190,"(33, 21)","(33, 20)",North,"[(33, 20)]","[(33, 21), (35, 19), (35, 17)]","[(35, 19), (35, 17)]",190,74,52,126
191,"(35, 19)","(34, 19)",East,"[(35, 20), (34, 19)]","[(35, 19), (35, 17)]","[(35, 17), (35, 20)]",191,74,52,126
192,"(35, 17)","(34, 17)",East,"[(34, 17)]","[(35, 17), (35, 20)]","[(35, 20)]",192,76,50,126
193,"(35, 20)","(35, 19)",North,"[(35, 21), (35, 19)]","[(35, 20)]","[(35, 21)]",193,75,53,128
194,"(35, 21)","(35, 20)",North,"[(35, 22), (35, 20)]","[(35, 21)]","[(35, 22)]",194,76,54,130
195,"(35, 22)","(35, 21)",North,"[(35, 23), (35, 21)]","[(35, 22)]","[(35, 23)]",195,77,55,132
196,"(35, 23)","(35, 22)",North,"[(35, 24), (35, 22), (34, 23)]","[(35, 23)]","[(34, 23), (35, 24)]",196,78,56,134
197,"(34, 23)","(35, 23)",West,"[(35, 23), (33, 23)]","[(34, 23), (35, 24)]","[(33, 23), (35, 24)]",197,79,55,134
198,"(33, 23)","(34, 23)",West,"[(34, 23)]","[(33, 23), (35, 24)]","[(35, 24)]",198,80,54,134
199,"(35, 24)","(35, 23)",North,"[(35, 25), (35, 23)]","[(35, 24)]","[(35, 25)]",199,79,57,136
200,"(35, 25)","(35, 24)",North,"[(35, 26), (35, 24)]","[(35, 25)]","[(35, 26)]",200,80,58,138
201,"(35, 26)","(35, 25)",North,"[(35, 27), (35, 25)]","[(35, 26)]","[(35, 27)]",201,81,59,140
202,"(35, 27)","(35, 26)",North,"[(35, 28), (35, 26)]","[(35, 27)]","[(35, 28)]",202,82,60,142
203,"(35, 28)","(35, 27)",North,"[(35, 29), (35, 27)]","[(35, 28)]","[(35, 29)]",203,83,61,144
204,"(35, 29)","(35, 28)",North,"[(35, 30), (35, 28), (34, 29)]","[(35, 29)]","[(34, 29), (35, 30)]",204,84,62,146
205,"(34, 29)","(35, 29)",West,"[(35, 29), (33, 29)]","[(34, 29), (35, 30)]","[(33, 29), (35, 30)]",205,85,61,146
206,"(33, 29)","(34, 29)",West,"[(33, 28), (34, 29)]","[(33, 29), (35, 30)]","[(33, 28), (35, 30)]",206,86,60,146
207,"(33, 28)","(33, 29)",South,"[(33, 29), (33, 27)]","[(33, 28), (35, 30)]","[(33, 27), (35, 30)]",207,87,59,146
208,"(33, 27)","(33, 28)",South,"[(33, 28), (33, 26), (32, 27)]","[(33, 27), (35, 30)]","[(33, 26), (35, 30), (32, 27)]",208,88,58,146
209,"(33, 26)","(33, 27)",South,"[(33, 27), (33, 25)]","[(33, 26), (35, 30), (32, 27)]","[(32, 27), (35, 30), (33, 25)]",209,89,57,146
210,"(32, 27)","(33, 27)",West,"[(33, 27), (31, 27)]","[(32, 27), (35, 30), (33, 25)]","[(33, 25), (35, 30), (31, 27)]",210,89,57,146
211,"(33, 25)","(33, 26)",South,"[(33, 26)]","[(33, 25), (35, 30), (31, 27)]","[(31, 27), (35, 30)]",211,90,56,146
212,"(31, 27)","(32, 27)",West,"[(31, 28), (32, 27), (30, 27)]","[(31, 27), (35, 30)]","[(30, 27), (31, 28), (35, 30)]",212,90,56,146
213,"(30, 27)","(31, 27)",West,"[(31, 27), (29, 27)]","[(30, 27), (31, 28), (35, 30)]","[(29, 27), (31, 28), (35, 30)]",213,91,55,146
214,"(29, 27)","(30, 27)",West,"[(29, 28), (29, 26), (30, 27)]","[(29, 27), (31, 28), (35, 30)]","[(29, 26), (35, 30), (29, 28), (31, 28)]",214,92,54,146
215,"(29, 26)","(29, 27)",South,"[(29, 27), (29, 25)]","[(29, 26), (35, 30), (29, 28), (31, 28)]","[(29, 25), (35, 30), (29, 28), (31, 28)]",215,93,53,146
216,"(29, 25)","(29, 26)",South,"[(29, 26), (29, 24)]","[(29, 25), (35, 30), (29, 28), (31, 28)]","[(29, 24), (35, 30), (29, 28), (31, 28)]",216,94,52,146
217,"(29, 24)","(29, 25)",South,"[(29, 25), (29, 23)]","[(29, 24), (35, 30), (29, 28), (31, 28)]","[(29, 23), (35, 30), (29, 28), (31, 28)]",217,95,51,146
218,"(29, 23)","(29, 24)",South,"[(29, 24), (29, 22), (30, 23)]","[(29, 23), (35, 30), (29, 28), (31, 28)]","[(29, 22), (35, 30), (29, 28), (31, 28), (30, 23)]",218,96,50,146
219,"(29, 22)","(29, 23)",South,"[(29, 23), (29, 21)]","[(29, 22), (35, 30), (29, 28), (31, 28), (30, 23)]","[(29, 21), (35, 30), (29, 28), (30, 23), (31, 28)]",219,97,49,146
220,"(29, 21)","(29, 22)",South,"[(29, 22), (29, 20), (28, 21)]","[(29, 21), (35, 30), (29, 28), (30, 23), (31, 28)]","[(29, 20), (35, 30), (28, 21), (30, 23), (31, 28), (29, 28)]",220,98,48,146
221,"(29, 20)","(29, 21)",South,"[(29, 21), (29, 19)]","[(29, 20), (35, 30), (28, 21), (30, 23), (31, 28), (29, 28)]","[(28, 21), (35, 30), (29, 19), (30, 23), (31, 28), (29, 28)]",221,99,47,146
222,"(28, 21)","(29, 21)",West,"[(29, 21), (27, 21)]","[(28, 21), (35, 30), (29, 19), (30, 23), (31, 28), (29, 28)]","[(29, 19), (35, 30), (27, 21), (30, 23), (31, 28), (29, 28)]",222,99,47,146
223,"(29, 19)","(29, 20)",South,"[(29, 20)]","[(29, 19), (35, 30), (27, 21), (30, 23), (31, 28), (29, 28)]","[(27, 21), (35, 30), (29, 28), (30, 23), (31, 28)]",223,100,46,146
224,"(27, 21)","(28, 21)",West,"[(27, 20), (28, 21)]","[(27, 21), (35, 30), (29, 28), (30, 23), (31, 28)]","[(27, 20), (35, 30), (29, 28), (30, 23), (31, 28)]",224,100,46,146
225,"(27, 20)","(27, 21)",South,"[(27, 21), (27, 19)]","[(27, 20), (35, 30), (29, 28), (30, 23), (31, 28)]","[(27, 19), (35, 30), (29, 28), (30, 23), (31, 28)]",225,101,45,146
226,"(27, 19)","(27, 20)",South,"[(27, 20), (27, 18)]","[(27, 19), (35, 30), (29, 28), (30, 23), (31, 28)]","[(27, 18), (35, 30), (29, 28), (30, 23), (31, 28)]",226,102,44,146
227,"(27, 18)","(27, 19)",South,"[(27, 19), (27, 17)]","[(27, 18), (35, 30), (29, 28), (30, 23), (31, 28)]","[(27, 17), (35, 30), (29, 28), (30, 23), (31, 28)]",227,103,43,146
228,"(27, 17)","(27, 18)",South,"[(27, 18), (28, 17), (26, 17)]","[(27, 17), (35, 30), (29, 28), (30, 23), (31, 28)]","[(26, 17), (31, 28), (35, 30), (30, 23), (28, 17), (29, 28)]",228,104,42,146
229,"(26, 17)","(27, 17)",West,"[(27, 17), (25, 17)]","[(26, 17), (31, 28), (35, 30), (30, 23), (28, 17), (29, 28)]","[(25, 17), (31, 28), (35, 30), (30, 23), (28, 17), (29, 28)]",229,105,41,146
230,"(25, 17)","(26, 17)",West,"[(25, 18), (26, 17)]","[(25, 17), (31, 28), (35, 30), (30, 23), (28, 17), (29, 28)]","[(35, 30), (31, 28), (29, 28), (30, 23), (28, 17), (25, 18)]",230,106,40,146
231,"(35, 30)","(35, 29)",North,"[(35, 31), (35, 29)]","[(35, 30), (31, 28), (29, 28), (30, 23), (28, 17), (25, 18)]","[(31, 28), (30, 23), (29, 28), (25, 18), (28, 17), (35, 31)]",231,85,63,148
232,"(31, 28)","(31, 27)",North,"[(31, 29), (31, 27)]","[(31, 28), (30, 23), (29, 28), (25, 18), (28, 17), (35, 31)]","[(29, 28), (30, 23), (35, 31), (25, 18), (28, 17), (31, 29)]",232,91,57,148
233,"(29, 28)","(29, 27)",North,"[(29, 29), (29, 27)]","[(29, 28), (30, 23), (35, 31), (25, 18), (28, 17), (31, 29)]","[(30, 23), (28, 17), (35, 31), (25, 18), (31, 29), (29, 29)]",233,93,55,148
234,"(30, 23)","(29, 23)",East,"[(31, 23), (29, 23)]","[(30, 23), (28, 17), (35, 31), (25, 18), (31, 29), (29, 29)]","[(28, 17), (25, 18), (35, 31), (29, 29), (31, 29), (31, 23)]",234,97,51,148
235,"(28, 17)","(27, 17)",East,"[(29, 17), (27, 17)]","[(28, 17), (25, 18), (35, 31), (29, 29), (31, 29), (31, 23)]","[(25, 18), (31, 29), (35, 31), (29, 29), (31, 23), (29, 17)]",235,105,43,148
236,"(25, 18)","(25, 17)",North,"[(25, 19), (25, 17)]","[(25, 18), (31, 29), (35, 31), (29, 29), (31, 23), (29, 17)]","[(35, 31), (31, 29), (29, 17), (29, 29), (31, 23), (25, 19)]",236,107,41,148
237,"(35, 31)","(35, 30)",North,"[(35, 30), (34, 31)]","[(35, 31), (31, 29), (29, 17), (29, 29), (31, 23), (25, 19)]","[(31, 29), (29, 29), (29, 17), (25, 19), (31, 23), (34, 31)]",237,86,64,150
238,"(31, 29)","(31, 28)",North,"[(31, 30), (31, 28)]","[(31, 29), (29, 29), (29, 17), (25, 19), (31, 23), (34, 31)]","[(29, 29), (31, 23), (29, 17), (25, 19), (34, 31), (31, 30)]",238,92,58,150
239,"(29, 29)","(29, 28)",North,"[(29, 28)]","[(29, 29), (31, 23), (29, 17), (25, 19), (34, 31), (31, 30)]","[(31, 23), (25, 19), (29, 17), (31, 30), (34, 31)]",239,94,56,150
240,"(31, 23)","(30, 23)",East,"[(31, 24), (30, 23)]","[(31, 23), (25, 19), (29, 17), (31, 30), (34, 31)]","[(29, 17), (25, 19), (34, 31), (31, 30), (31, 24)]",240,98,52,150
241,"(29, 17)","(28, 17)",East,"[(28, 17)]","[(29, 17), (25, 19), (34, 31), (31, 30), (31, 24)]","[(25, 19), (31, 30), (34, 31), (31, 24)]",241,106,44,150
242,"(25, 19)","(25, 18)",North,"[(25, 20), (25, 18), (24, 19)]","[(25, 19), (31, 30), (34, 31), (31, 24)]","[(34, 31), (24, 19), (31, 24), (25, 20), (31, 30)]",242,108,42,150
243,"(34, 31)","(35, 31)",West,"[(35, 31), (33, 31)]","[(34, 31), (24, 19), (31, 24), (25, 20), (31, 30)]","[(24, 19), (33, 31), (31, 24), (25, 20), (31, 30)]",243,87,63,150
244,"(24, 19)","(25, 19)",West,"[(25, 19), (23, 19)]","[(24, 19), (33, 31), (31, 24), (25, 20), (31, 30)]","[(33, 31), (23, 19), (31, 24), (25, 20), (31, 30)]",244,109,41,150
245,"(33, 31)","(34, 31)",West,"[(33, 32), (34, 31)]","[(33, 31), (23, 19), (31, 24), (25, 20), (31, 30)]","[(23, 19), (31, 30), (31, 24), (25, 20), (33, 32)]",245,88,62,150
246,"(23, 19)","(24, 19)",West,"[(24, 19), (22, 19)]","[(23, 19), (31, 30), (31, 24), (25, 20), (33, 32)]","[(22, 19), (31, 30), (31, 24), (33, 32), (25, 20)]",246,110,40,150
247,"(22, 19)","(23, 19)",West,"[(23, 19), (21, 19)]","[(22, 19), (31, 30), (31, 24), (33, 32), (25, 20)]","[(21, 19), (31, 30), (31, 24), (33, 32), (25, 20)]",247,111,39,150
248,"(21, 19)","(22, 19)",West,"[(21, 20), (21, 18), (22, 19), (20, 19)]","[(21, 19), (31, 30), (31, 24), (33, 32), (25, 20)]","[(21, 18), (25, 20), (20, 19), (33, 32), (21, 20), (31, 24), (31, 30)]",248,112,38,150
249,"(21, 18)","(21, 19)",South,"[(21, 19), (21, 17)]","[(21, 18), (25, 20), (20, 19), (33, 32), (21, 20), (31, 24), (31, 30)]","[(20, 19), (25, 20), (21, 17), (33, 32), (21, 20), (31, 24), (31, 30)]",249,113,37,150
250,"(20, 19)","(21, 19)",West,"[(21, 19), (19, 19)]","[(20, 19), (25, 20), (21, 17), (33, 32), (21, 20), (31, 24), (31, 30)]","[(21, 17), (25, 20), (19, 19), (33, 32), (21, 20), (31, 24), (31, 30)]",250,113,37,150
251,"(21, 17)","(21, 18)",South,"[(21, 18), (22, 17)]","[(21, 17), (25, 20), (19, 19), (33, 32), (21, 20), (31, 24), (31, 30)]","[(19, 19), (25, 20), (31, 30), (33, 32), (21, 20), (31, 24), (22, 17)]",251,114,36,150
252,"(19, 19)","(20, 19)",West,"[(20, 19), (18, 19)]","[(19, 19), (25, 20), (31, 30), (33, 32), (21, 20), (31, 24), (22, 17)]","[(18, 19), (25, 20), (31, 30), (33, 32), (21, 20), (22, 17), (31, 24)]",252,114,36,150
253,"(18, 19)","(19, 19)",West,"[(19, 19), (17, 19)]","[(18, 19), (25, 20), (31, 30), (33, 32), (21, 20), (22, 17), (31, 24)]","[(17, 19), (25, 20), (31, 30), (33, 32), (21, 20), (22, 17), (31, 24)]",253,115,35,150
254,"(17, 19)","(18, 19)",West,"[(17, 20), (18, 19), (16, 19)]","[(17, 19), (25, 20), (31, 30), (33, 32), (21, 20), (22, 17), (31, 24)]","[(16, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32)]",254,116,34,150
255,"(16, 19)","(17, 19)",West,"[(17, 19), (15, 19)]","[(16, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32)]","[(15, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32)]",255,117,33,150
256,"(15, 19)","(16, 19)",West,"[(15, 18), (16, 19), (14, 19)]","[(15, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32)]","[(15, 18), (14, 19), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]",256,118,32,150
257,"(15, 18)","(15, 19)",South,"[(15, 19), (15, 17)]","[(15, 18), (14, 19), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]","[(14, 19), (15, 17), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]",257,119,31,150
258,"(14, 19)","(15, 19)",West,"[(15, 19), (13, 19)]","[(14, 19), (15, 17), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]","[(15, 17), (13, 19), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]",258,119,31,150
259,"(15, 17)","(15, 18)",South,"[(15, 18), (16, 17)]","[(15, 17), (13, 19), (31, 24), (31, 30), (21, 20), (22, 17), (17, 20), (33, 32), (25, 20)]","[(13, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32), (16, 17)]",259,120,30,150
260,"(13, 19)","(14, 19)",West,"[(13, 20), (13, 18), (14, 19), (12, 19)]","[(13, 19), (31, 30), (31, 24), (25, 20), (21, 20), (22, 17), (17, 20), (33, 32), (16, 17)]","[(13, 18), (12, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",260,120,30,150
261,"(13, 18)","(13, 19)",South,"[(13, 19), (13, 17)]","[(13, 18), (12, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(12, 19), (13, 17), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",261,121,29,150
262,"(12, 19)","(13, 19)",West,"[(13, 19), (11, 19)]","[(12, 19), (13, 17), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(13, 17), (11, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",262,121,29,150
263,"(13, 17)","(13, 18)",South,"[(13, 18)]","[(13, 17), (11, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(11, 19), (31, 30), (31, 24), (33, 32), (25, 20), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20)]",263,122,28,150
264,"(11, 19)","(12, 19)",West,"[(11, 18), (12, 19), (10, 19)]","[(11, 19), (31, 30), (31, 24), (33, 32), (25, 20), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20)]","[(11, 18), (10, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",264,122,28,150
265,"(11, 18)","(11, 19)",South,"[(11, 19), (11, 17)]","[(11, 18), (10, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(10, 19), (11, 17), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",265,123,27,150
266,"(10, 19)","(11, 19)",West,"[(11, 19), (9, 19)]","[(10, 19), (11, 17), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]","[(11, 17), (9, 19), (31, 24), (33, 32), (31, 30), (22, 17), (17, 20), (16, 17), (13, 20), (21, 20), (25, 20)]",266,123,27,150
